,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,（品目分類）第２表　１世帯当たりの品目別支出金額（総世帯）,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,(Commodity Classification) Table 2. Yearly Amount of Expenditures of Commodities per Household (Total Households) ,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,単位　円,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,In  Yen,,,,
,,,,,,,項      目,,,,,,,,,,,,,,,,,Item,,,,,,,
,,,,,,,,,,,,,,,,平成21年,22,23,24,25,26,27,28,,,,,,,,
,,,,,,,,,,,,,,,,計,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000P,80*01       ,            ,01,,139,,,,,他の野菜・海藻加工品,,,,,,"11,772","11,593","11,734","11,331","11,111","11,085","11,118","11,207",,Other processed vegetables & seaweeds,,,,,,
1000P,80*01       ,            ,01,,140,,,,,,こんにゃく,,,,,"1,760","1,695","1,676","1,646","1,606","1,575","1,583","1,564",,"“Konnyaku”, devil's-tongue jelly",,,,,,
1000P,80*01       ,            ,01,,141,,,,,,梅干し,,,,,"1,072","1,136","1,115","1,085","1,122","1,134","1,056","1,143",,"“Umeboshi”, pickled plums",,,,,,
1000P,80*01       ,            ,01,,142,,,,,,だいこん漬,,,,,885,889,904,861,823,834,867,878,,Pickled radishes,,,,,,
1000P,80*01       ,            ,01,,143,,,,,,はくさい漬,,,,,519,504,506,470,447,452,468,457,,Pickled chinese cabbage,,,,,,
1000P,80*01       ,            ,01,,144,,,,,,他の野菜の漬物,,,,,"4,854","4,722","4,823","4,548","4,401","4,366","4,306","4,257",,Other pickled vegetables,,,,,,
1000P,80*01       ,            ,01,,145,,,,,,こんぶつくだ煮,,,,,"1,017","1,047","1,078",987,"1,011",991,"1,044","1,050",,Tangle prepared in soy sauce,,,,,,
1000P,80*01       ,            ,01,,146,,,,,,他の野菜・海藻のつくだ煮,,,,,570,491,477,508,452,422,413,409,,Other vegetables & seaweeds prepared in soy sauce,,,,,,
1000P,80*01       ,            ,01,,147,,,,,,他の野菜・海藻加工品のその他,,,,,"1,095","1,108","1,155","1,224","1,250","1,313","1,382","1,451",,Others,,,,,,
1000P,80*01       ,            ,01,,148,,,,果物,,,,,,,"31,518","31,529","31,104","31,816","31,663","32,573","33,294","33,676",,Fruits,,,,,,
1000P,80*01       ,            ,01,,149,,,,,生鮮果物,,,,,,"30,041","29,956","29,461","29,989","29,748","30,352","30,853","31,173",,Fresh fruits,,,,,,
1000P,80*01       ,            ,01,,150,,,,,,りんご,,,,,"4,126","3,901","3,875","3,928","4,300","4,868","4,732","4,459",,Apples,,,,,,
1000P,80*01       ,            ,01,,151,,,,,,みかん,,,,,"3,696","3,931","3,861","3,973","3,932","3,848","3,774","3,842",,Mandarin oranges,,,,,,
1000P,80*01       ,            ,01,,152,,,,,,グレープフルーツ,,,,,562,548,501,438,364,335,347,274,,Grapefruits,,,,,,
1000P,80*01       ,            ,01,,153,,,,,,オレンジ,,,,,451,555,601,625,525,455,457,576,,Oranges,,,,,,
1000P,80*01       ,            ,01,,154,,,,,,他の柑きつ類,,,,,"1,836","1,985","1,814","2,016","1,772","1,824","1,915","1,928",,Other citrus fruits,,,,,,
1000P,80*01       ,            ,01,,155,,,,,,梨,,,,,"1,754","1,624","1,657","1,702","1,623","1,647","1,498","1,603",,Pears,,,,,,
1000P,80*01       ,            ,01,,156,,,,,,ぶどう,,,,,"1,921","1,876","1,821","2,101","2,069","1,962","2,096","2,180",,Grapes,,,,,,
1000P,80*01       ,            ,01,,157,,,,,,柿,,,,,976,912,943,949,961,"1,006",978,"1,037",,Persimmons,,,,,,
1000P,80*01       ,            ,01,,158,,,,,,桃,,,,,"1,047","1,078","1,001","1,075","1,016","1,018","1,028","1,021",,Peaches,,,,,,
1000P,80*01       ,            ,01,,159,,,,,,すいか,,,,,"1,133","1,178","1,217","1,187","1,229","1,136","1,155","1,183",,Watermelons,,,,,,
1000P,80*01       ,            ,01,,160,,,,,,メロン,,,,,"1,133","1,184","1,255","1,023","1,003","1,072",919,"1,030",,Melons,,,,,,
1000P,80*01       ,            ,01,,161,,,,,,いちご,,,,,"2,790","2,732","2,819","2,620","2,763","2,691","2,722","2,632",,Strawberries,,,,,,
1000P,80*01       ,            ,01,,162,,,,,,バナナ,,,,,"4,524","3,824","3,644","3,696","3,643","3,780","4,164","4,218",,Bananas,,,,,,
1000P,80*01       ,            ,01,,163,,,,,,キウイフルーツ,,,,,860,907,880,973,"1,005","1,060","1,298","1,380",,Kiwi fruits,,,,,,
1000P,80*01       ,            ,01,,164,,,,,,他の果物,,,,,"3,232","3,723","3,571","3,682","3,543","3,649","3,770","3,809",,Other fruits,,,,,,
1000P,80*01       ,            ,01,,165,,,,,果物加工品,,,,,,"1,477","1,573","1,643","1,826","1,915","2,221","2,441","2,503",,Processed fruits,,,,,,
1000P,80*01       ,            ,01,,166,,,,油脂・調味料,,,,,,,"33,178","32,380","32,773","32,530","32,514","33,076","34,283","34,326",,"Oils, fats & seasonings",,,,,,
1000P,80*01       ,            ,01,,167,,,,,油脂,,,,,,"3,607","3,281","3,204","3,215","3,347","3,403","4,020","3,668",,Oils & fats,,,,,,
1000P,80*01       ,            ,01,,168,,,,,,食用油,,,,,"2,843","2,579","2,505","2,505","2,657","2,733","3,386","3,117",,Edible oil,,,,,,
1000P,80*01       ,            ,01,,169,,,,,,マーガリン,,,,,764,702,700,710,689,669,633,552,,Margarine,,,,,,
1000P,80*01       ,            ,01,,170,,,,,調味料,,,,,,"29,571","29,100","29,569","29,316","29,167","29,673","30,263","30,658",,Seasonings,,,,,,
1000P,80*01       ,            ,01,,171,,,,,,食塩,,,,,479,445,430,414,406,405,408,380,,Salt,,,,,,
1000P,80*01       ,            ,01,,172,,,,,,しょう油,,,,,"1,881","1,731","1,739","1,632","1,595","1,607","1,561","1,529",,Soy sauce,,,,,,
1000P,80*01       ,            ,01,,173,,,,,,みそ,,,,,"2,145","2,048","1,992","1,851","1,865","1,841","1,849","1,758",,"“Miso”, soybean paste",,,,,,
1000P,80*01       ,            ,01,,174,,,,,,砂糖,,,,,"1,199","1,130","1,183","1,142","1,105","1,062","1,046",993,,Sugar,,,,,,
1000P,80*01       ,            ,01,,175,,,,,,酢,,,,,"1,111","1,072","1,044",973,992,942,774,786,,Vinegar,,,,,,
1000P,80*01       ,            ,01,,176,,,,,,ソース,,,,,631,613,618,578,549,545,555,563,,Worcester sauce,,,,,,
1000P,80*01       ,            ,01,,177,,,,,,ケチャップ,,,,,461,456,447,445,445,441,453,466,,Tomato ketchup,,,,,,
1000P,80*01       ,            ,01,,178,,,,,,マヨネーズ・マヨネーズ風調味料,,,,,"2,684","1,067","1,037",979,992,"1,012",978,999,,Mayonnaise & mayonnaise flavor seasoning,,,,,,
,,,,,,,,,,,ドレッシング,,,,,,"1,410","1,493","1,594","1,648","1,721","1,808","1,770",,Dressing,,,,,,
1000P,80*01       ,            ,01,,179,,,,,,ジャム,,,,,"1,021","1,026","1,010","1,061","1,052","1,057","1,032","1,025",,Jam,,,,,,
1000P,80*01       ,            ,01,,180,,,,,,カレールウ,,,,,"1,266","1,186","1,212","1,120","1,080","1,080","1,133","1,142",,Instant curry mix,,,,,,
1000P,80*01       ,            ,01,,181,,,,,,乾燥スープ,,,,,"2,087","2,171","2,288","2,325","2,290","2,458","2,578","2,787",,Instant dried soup,,,,,,
1000P,80*01       ,            ,01,,182,,,,,,風味調味料,,,,,"1,629","1,541","1,580","1,614","1,632","1,742","1,773","1,863",,Soup stock,,,,,,
1000P,80*01       ,            ,01,,183,,,,,,ふりかけ,,,,,"1,258","1,183","1,241","1,177","1,154","1,218","1,206","1,255",,"“Furikake”, granular flavor seasonings",,,,,,
1000P,80*01       ,            ,01,,184,,,,,,つゆ・たれ,,,,,"3,398","3,397","3,435","3,353","3,370","3,419","3,624","3,744",,"“Tsuyu” & “Tare”, liquid seasonings",,,,,,
1000P,80*01       ,            ,01,,185,,,,,,他の調味料,,,,,"8,322","8,624","8,820","9,058","8,990","9,121","9,486","9,599",,Other seasonings,,,,,,
1000P,80*01       ,            ,01,,186,,,,菓子類,,,,,,,"67,818","66,412","65,335","65,843","67,168","68,253","69,775","69,823",,Cakes & candies,,,,,,
1000P,80*01       ,            ,01,,187,,,,,ようかん,,,,,,724,668,672,667,705,670,698,751,,"“Yokan”, sweet bean jelly",,,,,,
1000P,80*01       ,            ,01,,188,,,,,まんじゅう,,,,,,"1,462","1,466","1,249","1,219","1,212","1,181","1,256","1,161",,"“Manju”, bean-jam cakes",,,,,,
1000P,80*01       ,            ,01,,189,,,,,他の和生菓子,,,,,,"8,391","8,154","7,898","7,763","7,932","8,145","8,139","8,142",,Other fresh Japanese cakes,,,,,,
1000P,80*01       ,            ,01,,190,,,,,カステラ,,,,,,801,789,740,790,811,816,823,806,,"“Kasutera”, sponge cakes",,,,,,
1000P,80*01       ,            ,01,,191,,,,,ケーキ,,,,,,"6,060","5,707","5,633","5,475","5,558","5,482","5,569","5,384",,Cakes,,,,,,
1000P,80*01       ,            ,01,,192,,,,,ゼリー,,,,,,"1,499","1,608","1,687","1,701","1,725","1,692","1,707","1,664",,Jelly,,,,,,
1000P,80*01       ,            ,01,,193,,,,,プリン,,,,,,"1,421","1,310","1,262","1,229","1,284","1,221","1,229","1,223",,Puddings,,,,,,
1000P,80*01       ,            ,01,,194,,,,,他の洋生菓子,,,,,,"5,539","5,627","5,665","5,710","5,929","6,087","6,436","6,331",,Other fresh cakes,,,,,,
1000P,80*01       ,            ,01,,195,,,,,せんべい,,,,,,"4,655","4,459","4,427","4,457","4,553","4,831","4,938","4,892",,"“Senbei”, Japanese crackers",,,,,,
1000P,80*01       ,            ,01,,196,,,,,ビスケット,,,,,,"2,856","2,809","2,769","2,836","2,913","3,032","3,089","3,117",,Biscuits,,,,,,
1000P,80*01       ,            ,01,,197,,,,,スナック菓子,,,,,,"3,320","3,349","3,334","3,440","3,452","3,662","3,710","3,563",,Fried & salted snack crackers,,,,,,
1000P,80*01       ,            ,01,,198,,,,,キャンデー,,,,,,"2,192","1,961","1,879","1,817","1,827","1,834","1,869","1,824",,Candies,,,,,,
1000P,80*01       ,            ,01,,199,,,,,チョコレート,,,,,,"3,801","3,699","3,714","3,904","4,063","4,511","4,755","5,014",,Chocolate,,,,,,
1000P,80*01       ,            ,01,,200,,,,,チョコレート菓子,,,,,,896,944,959,"1,006","1,041","1,116","1,182","1,197",,Chocolate snacks,,,,,,
1000P,80*01       ,            ,01,,201,,,,,アイスクリーム・シャーベット,,,,,,"6,124","6,333","6,150","6,205","6,673","6,479","7,012","7,263",,Ice cream & ice sherbet,,,,,,
1000P,80*01       ,            ,01,,202,,,,,他の菓子,,,,,,"18,074","17,529","17,298","17,623","17,491","17,495","17,364","17,492",,Other cakes & candies,,,,,,
1000P,80*01       ,            ,01,,203,,,,調理食品,,,,,,,"89,384","90,465","92,371","94,246","94,475","97,511","101,668","106,228",,Cooked food,,,,,,
1000P,80*01       ,            ,01,,204,,,,,主食的調理食品,,,,,,"39,544","40,006","41,037","41,508","41,679","43,039","45,360","47,204",,"Cooked food with rice, bread or noodles",,,,,,
1000P,80*01       ,            ,01,,205,,,,,,弁当,,,,,"13,936","14,152","14,422","14,370","14,231","14,539","15,249","15,694",,Packed lunch,,,,,,
1000P,80*01       ,            ,01,,206,,,,,,すし（弁当）,,,,,"10,308","10,064","10,125","10,093","10,164","10,335","10,676","11,071",,"“Sushi”, packed ",,,,,,
1000P,80*01       ,            ,01,,207,,,,,,おにぎり・その他,,,,,"3,968","4,053","3,910","3,947","4,020","4,202","4,582","4,637",,“Onigiri”& others,,,,,,
1000P,80*01       ,            ,01,,208,,,,,,調理パン,,,,,"3,319","3,593","3,711","3,856","3,813","4,276","4,553","4,845",,Bread like sandwiches put cooked food between bread,,,,,,
1000P,80*01       ,            ,01,,209,,,,,,他の主食的調理食品,,,,,"8,014","8,144","8,868","9,242","9,452","9,687","10,300","10,956",,"Other cooked food with rice, bread or noodles",,,,,,
1000P,80*01       ,            ,01,,210,,,,,他の調理食品,,,,,,"49,839","50,459","51,334","52,738","52,796","54,472","56,308","59,025",,Other cooked food,,,,,,
1000P,80*01       ,            ,01,,211,,,,,,うなぎのかば焼き,,,,,"2,233","2,408","2,296","1,649","1,738","1,645","1,851","2,049",,"“Kabayaki”, broiled eels",,,,,,
1000P,80*01       ,            ,01,,212,,,,,,サラダ,,,,,"2,985","3,029","3,201","3,393","3,650","3,883","4,313","4,569",,Salad,,,,,,
1000P,80*01       ,            ,01,,213,,,,,,コロッケ,,,,,"1,615","1,587","1,584","1,548","1,558","1,610","1,651","1,622",,Croquettes,,,,,,
1000P,80*01       ,            ,01,,214,,,,,,カツレツ,,,,,"1,268","1,245","1,266","1,278","1,308","1,433","1,497","1,490",,Cutlets,,,,,,
1000P,80*01       ,            ,01,,215,,,,,,天ぷら・フライ,,,,,"7,322","7,505","7,677","7,843","7,853","8,377","8,599","8,918",,Fried food,,,,,,
1000P,80*01       ,            ,01,,216,,,,,,しゅうまい,,,,,811,811,785,824,798,822,823,835,,Shao-mais,,,,,,
1000P,80*01       ,            ,01,,217,,,,,,ぎょうざ,,,,,"1,707","1,780","1,814","1,751","1,694","1,756","1,766","1,848",,Jiao-zi,,,,,,
1000P,80*01       ,            ,01,,218,,,,,,やきとり,,,,,"1,501","1,534","1,603","1,641","1,596","1,674","1,790","1,870",,"“Yakitori”, grilled chickens",,,,,,
1000P,80*01       ,            ,01,,219,,,,,,ハンバーグ,,,,,793,780,823,827,856,846,910,952,,Hamburg steak,,,,,,
1000P,80*01       ,            ,01,,220,,,,,,冷凍調理食品,,,,,"3,996","4,146","4,325","4,499","4,617","4,728","4,978","5,273",,Frozen food,,,,,,
1000P,80*01       ,            ,01,,221,,,,,,そうざい材料セット,,,,,"3,003","2,746","2,366","2,712","2,063","2,107","2,060","2,541",,Food stuff for cooking,,,,,,
1000P,80*01       ,            ,01,,222,,,,,,他の調理食品のその他,,,,,"22,604","22,888","23,594","24,773","25,065","25,591","26,070","27,057",,Others,,,,,,
1000P,80*01       ,            ,01,,223,,,,飲料,,,,,,,"43,096","43,924","44,748","44,989","45,507","45,269","46,590","48,213",,Beverages,,,,,,
1000P,80*01       ,            ,01,,224,,,,,茶類,,,,,,"11,768","11,649","11,602","11,281","11,543","11,343","11,358","11,830",,Tea,,,,,,
1000P,80*01       ,            ,01,,225,,,,,,緑茶,,,,,"4,232","3,948","4,062","3,744","3,856","3,747","3,611","3,637",,Green tea,,,,,,
1000P,80*01       ,            ,01,,226,,,,,,紅茶,,,,,665,672,721,686,687,629,624,629,,Black tea,,,,,,
1000P,80*01       ,            ,01,,227,,,,,,他の茶葉,,,,,"1,097","1,160","1,154","1,178","1,140","1,176","1,073","1,109",,Other tea leaves,,,,,,
1000P,80*01       ,            ,01,,228,,,,,,茶飲料,,,,,"5,774","5,868","5,665","5,673","5,860","5,790","6,050","6,456",,Tea beverages,,,,,,
1000P,80*01       ,            ,01,,229,,,,,コーヒー・ココア,,,,,,"9,190","9,142","9,067","9,058","9,347","9,778","10,640","10,664",,Coffee & cocoa,,,,,,
1000P,80*01       ,            ,01,,230,,,,,,コーヒー,,,,,"4,238","4,254","4,477","4,454","4,536","4,847","5,321","5,367",,Coffee ,,,,,,
1000P,80*01       ,            ,01,,231,,,,,,コーヒー飲料,,,,,"4,581","4,535","4,246","4,255","4,466","4,614","4,978","4,949",,Coffee beverages,,,,,,
1000P,80*01       ,            ,01,,232,,,,,,ココア・ココア飲料,,,,,372,352,344,350,346,316,342,348,,Cocoa & cocoa beverages,,,,,,
1000P,80*01       ,            ,01,,233,,,,,他の飲料,,,,,,"22,138","23,134","24,078","24,650","24,616","24,148","24,591","25,719",,Other beverages,,,,,,
1000P,80*01       ,            ,01,,234,,,,,,果実・野菜ジュース,,,,,"7,781","7,871","7,728","7,920","7,613","7,375","7,075","7,185",,Fruits & vegetable juice,,,,,,
1000P,80*01       ,            ,01,,235,,,,,,炭酸飲料,,,,,"2,757","3,154","3,342","3,798","4,014","4,032","4,160","4,225",,Carbonated beverages,,,,,,
1000P,80*01       ,            ,01,,236,,,,,,乳酸菌飲料,,,,,"2,772","2,847","2,851","2,992","2,898","2,937","3,127","3,400",,Fermented lactic beverages,,,,,,
1000P,80*01       ,            ,01,,237,,,,,,乳飲料,,,,,"1,080","1,161","1,207","1,257","1,275","1,326","1,494","1,528",,Lactic beverages,,,,,,
1000P,80*01       ,            ,01,,238,,,,,,ミネラルウォーター,,,,,"2,264","2,287","3,121","2,884","2,874","2,733","2,882","3,145",,Mineral water,,,,,,
,,,,,,,,,,,スポーツドリンク,,,,,"5,484","5,814","5,829","5,799","5,943","5,746","1,217","1,247",,Sports drinks,,,,,,
1000P,80*01       ,            ,01,,239,,,,,,他の飲料のその他,,,,,,,,,,,"4,636","4,988",,Others,,,,,,
1000P,80*01       ,            ,01,,240,,,,酒類,,,,,,,"37,955","38,046","36,577","35,968","36,086","36,845","36,261","36,230",,Alcoholic beverages,,,,,,
1000P,80*01       ,            ,01,,241,,,,,清酒,,,,,,"5,813","5,700","5,508","5,234","5,429","5,567","5,254","5,341",,“Sake”,,,,,,
1000P,80*01       ,            ,01,,242,,,,,焼酎,,,,,,"6,212","6,439","6,065","5,708","5,860","5,867","5,827","5,711",,"“Shochu”, distilled spirits",,,,,,
1000P,80*01       ,            ,01,,243,,,,,ビール,,,,,,"13,142","12,626","11,553","10,886","10,419","10,463","9,900","9,772",,Beer,,,,,,
1000P,80*01       ,            ,01,,244,,,,,ウイスキー,,,,,,"1,119","1,153","1,023","1,326","1,242","1,255","1,664","1,534",,Whisky,,,,,,
1000P,80*01       ,            ,01,,245,,,,,ワイン,,,,,,"2,226","2,267","2,413","2,588","2,866","2,948","3,049","2,888",,Wine,,,,,,
1000P,80*01       ,            ,01,,246,,,,,発泡酒・ビール風アルコール飲料 1),,,,,,"5,106","7,361","7,477","7,758","7,770","7,994","7,570","7,725",,Low-malt beer & beer-flavored alcoholic beverages  1),,,,,,
,,,,,,,,,,チューハイ・カクテル,,,,,,"4,337","2,500","2,538","2,467","2,500","2,751","2,118","2,399",,"“Chu-hi”, liquor with soda & fruit, & cocktail",,,,,,
1000P,80*01       ,            ,01,,247,,,,,他の酒,,,,,,,,,,,,880,860,,Other alcoholic beverages,,,,,,
1000P,80*01       ,            ,01,,248,,,,外食,,,,,,,"162,557","160,024","157,673","158,675","164,140","165,020","169,165","164,541",,Meals outside the home,,,,,,
1000P,80*01       ,            ,01,,249,,,,,一般外食,,,,,,"153,940","151,538","149,489","150,724","156,638","157,578","162,014","157,730",,Eating out,,,,,,
1000P,80*01       ,            ,01,,250,,,,,,食事代,,,,,"122,796","120,504","118,106","120,475","124,582","125,438","127,504","126,180",,Meals,,,,,,
1000P,80*01       ,            ,01,,251,,,,,,,日本そば・うどん,,,,"5,050","5,085","5,052","5,061","5,430","5,399","5,835","5,486",,"“Soba”&“Udon”, Japanese noodles",,,,,,
1000P,80*01       ,            ,01,,252,,,,,,,中華そば,,,,"5,618","5,950","5,710","5,431","5,929","5,929","6,030","6,246",,Chinese noodles,,,,,,
1000P,80*01       ,            ,01,,253,,,,,,,他の麺類外食,,,,"1,718","1,766","1,806","1,736","2,014","1,988","2,069","2,080",,Other noodles,,,,,,
1000P,80*01       ,            ,01,,254,,,,,,,すし（外食）,,,,"12,254","11,489","11,723","11,055","12,113","12,043","12,254","13,033",,"“Sushi”, eating out",,,,,,
1000P,80*01       ,            ,01,,255,,,,,,,和食,,,,"20,638","20,589","20,690","20,965","21,389","22,313","23,476","22,715",,Japanese meals,,,,,,
1000P,80*01       ,            ,01,,256,,,,,,,中華食,,,,"4,448","4,328","4,029","4,043","4,631","4,552","4,436","4,535",,Chinese meals,,,,,,
1000P,80*01       ,            ,01,,257,,,,,,,洋食,,,,"15,398","15,450","14,968","15,089","16,686","17,425","11,968","12,044",,Western meals,,,,,,
,,,,,,,,,,,,焼肉,,,,,,,,,,"5,876","6,297",,Broiled meat,,,,,,
1000P,80*01       ,            ,01,,258,,,,,,,ハンバーガー,,,,"3,689","3,795","3,909","3,561","3,568","3,106","2,768","2,988",,Hamburgers,,,,,,
1000P,80*01       ,            ,01,,259,,,,,,,他の主食的外食,,,,"53,982","52,052","50,219","53,533","52,823","52,684","52,791","50,758",,Other meals,,,,,,
1000P,80*01       ,            ,01,,260,,,,,,喫茶代,,,,,"5,065","5,114","5,156","5,124","5,519","5,587","6,170","5,851",,Other refreshments,,,,,,
1000P,80*01       ,            ,01,,261,,,,,,飲酒代,,,,,"26,080","25,920","26,228","25,125","26,537","26,552","28,339","25,698",,Drinking,,,,,,
1000P,80*01       ,            ,01,,262,,,,,学校給食,,,,,,"8,616","8,486","8,184","7,951","7,502","7,442","7,152","6,811",,School lunch,,,,,,
1000P,80*01       ,            ,01,,263,,,,賄い費,,,,,,,960,501,710,"1,456",806,546,733,344,,Charges for board,,,,,,
1000P,80*01       ,            ,01,,264,,,住居,,,,,,,,"220,875","228,180","235,549","227,704","232,297","229,046","224,351","213,675",,Housing,,,,,,
1000P,80*01       ,            ,01,,265,,,,家賃地代,,,,,,,"149,226","146,404","151,305","139,957","136,196","138,496","134,487","131,376",,Rents for dwelling & land,,,,,,
1000P,80*01       ,            ,01,,266,,,,,民営家賃,,,,,,"116,502","111,436","114,764","109,746","112,012","113,597","111,588","110,392",,"Rents for dwelling, private",,,,,,
1000P,80*01       ,            ,01,,267,,,,,公営家賃,,,,,,"16,025","17,384","19,142","13,152","8,230","9,084","7,536","4,935",,"Rents for dwelling, public",,,,,,
1000P,80*01       ,            ,01,,268,,,,,給与住宅家賃,,,,,,"10,837","12,009","12,585","11,981","10,843","9,768","10,343","10,369",,"Rents for dwelling, issued houses",,,,,,
1000P,80*01       ,            ,01,,269,,,,,地代,,,,,,"4,619","4,093","3,666","3,452","3,741","4,225","3,447","4,423",,Rents for land,,,,,,
1000P,80*01       ,            ,01,,270,,,,,他の家賃地代,,,,,,"1,242","1,482","1,149","1,625","1,370","1,822","1,573","1,257",,Other rents for dwelling & land,,,,,,
1000P,80*01       ,            ,01,,271,,,,設備修繕・維持,,,,,,,"71,650","81,776","84,243","87,747","96,101","90,549","89,864","82,299",,Repairs & maintenance,,,,,,
1000P,80*01       ,            ,01,,272,,,,,設備材料,,,,,,"21,748","24,202","28,549","27,328","28,763","27,016","25,975","26,744",,Tools & materials for repairs & maintenance,,,,,,
1000P,80*01       ,            ,01,,273,,,,,,設備器具,,,,,"18,000","20,272","24,236","23,827","24,386","22,599","22,187","23,370",,Tools for repairs & maintenance,,,,,,
1000P,80*01       ,            ,01,,274,,,,,,修繕材料,,,,,"3,748","3,929","4,314","3,501","4,377","4,417","3,789","3,375",,Materials for repairs & maintenance,,,,,,
1000P,80*01       ,            ,01,,275,,,,,工事その他のサービス,,,,,,"49,901","57,575","55,694","60,419","67,337","63,533","63,888","55,554",,Service charges for repairs & maintenance,,,,,,
1000P,80*01       ,            ,01,,276,,,,,,畳替え,,,,,897,"1,012",767,"1,080","1,148","1,031","1,092",671,,“Tatami” reupholstering,,,,,,
1000P,80*01       ,            ,01,,277,,,,,,給排水関係工事費,,,,,"5,209","8,171","8,463","7,112","5,693","7,391","4,727","6,427",,Plumbing,,,,,,
1000P,80*01       ,            ,01,,278,,,,,,外壁・塀等工事費,,,,,"15,477","15,941","17,552","20,068","24,794","24,226","23,728","20,273",,Outer wall & fence,,,,,,
1000P,80*01       ,            ,01,,279,,,,,,植木・庭手入れ代,,,,,"4,142","3,632","3,752","3,844","4,518","4,575","4,828","4,677",,Gardening,,,,,,
1000P,80*01       ,            ,01,,280,,,,,,他の工事費,,,,,"14,387","19,354","16,071","17,965","19,745","15,147","18,048","13,128",,Other charges for repairs & maintenance,,,,,,
1000P,80*01       ,            ,01,,281,,,,,,火災・地震保険料,,,,,"9,789","9,465","9,089","10,349","11,440","11,164","11,466","10,378",,Fire & earthquake insurance premium,,,,,,
1000P,80*01       ,            ,01,,282,,,光熱・水道,,,,,,,,"221,227","223,631","224,534","233,154","237,995","241,578","234,702","214,873",,"Fuel, light & water charges",,,,,,
1000P,80*01       ,            ,01,,283,,,,電気代,,,,,,,"98,527","101,048","98,260","104,370","109,415","113,663","112,036","102,710",,Electricity,,,,,,
1000P,80*01       ,            ,01,,284,,,,,深夜電力電気代,,,,,,"2,207","2,312","2,170","2,681","2,752","2,987","2,928","2,339",,Midnight low-rate electricity,,,,,,
1000P,80*01       ,            ,01,,285,,,,,他の電気代,,,,,,"96,319","98,736","96,090","101,689","106,664","110,676","109,107","100,372",,Other electricity,,,,,,
1000P,80*01       ,            ,01,,286,,,,ガス代,,,,,,,"60,108","57,486","57,509","59,433","58,807","59,670","58,956","51,430",,Gas,,,,,,
1000P,80*01       ,            ,01,,287,,,,,都市ガス,,,,,,"34,992","33,413","33,512","35,955","36,723","37,122","37,426","32,103",,"Gas, manufactured & piped",,,,,,
1000P,80*01       ,            ,01,,288,,,,,プロパンガス,,,,,,"25,116","24,073","23,997","23,479","22,084","22,547","21,530","19,327",,Liquefied propane,,,,,,
1000P,80*01       ,            ,01,,289,,,,他の光熱,,,,,,,"13,379","15,403","18,741","19,343","18,911","18,238","12,927","10,334",,Other fuel & light,,,,,,
1000P,80*01       ,            ,01,,290,,,,,灯油,,,,,,"13,050","15,089","18,404","19,004","18,554","17,891","12,595","9,995",,Kerosene,,,,,,
1000P,80*01       ,            ,01,,291,,,,,他の光熱のその他,,,,,,329,315,337,340,357,348,332,339,,Others,,,,,,
1000P,80*01       ,            ,01,,292,,,,上下水道料,,,,,,,"49,213","49,694","50,024","50,007","50,861","50,007","50,784","50,398",,Water & sewerage charges,,,,,,
1000P,80*01       ,            ,01,,293,,,家具・家事用品,,,,,,,,"105,553","105,408","105,456","105,995","108,259","109,586","105,244","107,497",,Furniture & household utensils,,,,,,
1000P,80*01       ,            ,01,,294,,,,家庭用耐久財,,,,,,,"34,005","36,399","33,337","33,739","36,606","36,146","33,377","35,035",,Household durable goods,,,,,,
1000P,80*01       ,            ,01,,295,,,,,家事用耐久財,,,,,,"18,426","18,950","17,316","16,310","18,091","18,767","17,118","16,679",,Durable goods assisting housework,,,,,,
1000P,80*01       ,            ,01,,296,,,,,,電子レンジ,,,,,"1,003","1,205","1,020",937,"1,066","1,030","1,282","1,074",,Microwave ovens,,,,,,
1000P,80*01       ,            ,01,,297,,,,,,炊事用電気器具,,,,,"3,088","2,831","2,744","2,591","2,970","2,878","3,002","2,935",,Electric cooking appliances,,,,,,
1000P,80*01       ,            ,01,,298,,,,,,炊事用ガス器具,,,,,"1,887","1,828","1,457",807,"1,056",781,737,797,,Gas cooking appliances,,,,,,
1000P,80*01       ,            ,01,,299,,,,,,電気冷蔵庫,,,,,"4,625","5,989","4,392","5,274","4,870","5,333","4,499","4,138",,Refrigerators,,,,,,
1000P,80*01       ,            ,01,,300,,,,,,電気掃除機,,,,,"1,838","1,708","2,014","1,692","2,163","2,873","2,355","2,297",,Vacuum cleaners,,,,,,
1000P,80*01       ,            ,01,,301,,,,,,電気洗濯機,,,,,"3,782","3,223","3,581","3,313","3,726","4,116","3,335","3,258",,Washing machines,,,,,,
