2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
16905.29583,11987.305,10067.01417,9289.778333,11232.37667,12595.35167,16284.8625,17001.62167,12087.44083,9407.543333,9893.489167,9445.295,9237.86,13683.5625,15602.10667,19227.19667,17044.58833,20281.62833,22285.01917,21779.9675,22709.55583,28550.36583,27112.69167,30933.88333,38762.66,39507.14889
