2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
4653740,4471094.917,4258241.583,4050725.5,3887201.917,3803992.167,3847842.25,3879179.167,3954471.167,4041788.083,3963259.833,3934302.75,3969373.167,4053450.417,4151414.417,4258366.417,4352827.667,4481695.75,4577199.5,4681977.667,4908695.25,5019528.417,5105027.167,5276532.667,5452763.417,5611358.667
