2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
645078.9167,693020.1667,871110.5833,1014294.333,1086542.583,1107975.917,960982.25,886305.3333,887616.8333,939185,984287.6667,1134147.667,1213797.083,1631532.667,2336484,3131207.333,3914206.333,4581037.667,4914987.75,5090076.917,5552289.25,6434962.417,6532030.25,6636550.583,6703048.917,6470689.333
