Time,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Consumer Price Index (All items) 2020 base,97.29166667,96.61666667,95.75,95.5,95.49166667,95.21666667,95.45833333,95.5,96.81666667,95.525,94.81666667,94.55833333,94.51666667,94.83333333,97.45,98.225,98.1,98.575,99.55,100.0166667,99.99166667,99.75833333,102.25,105.5916667,108.4833333
