2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
1781,,1688,1690,1692,1728,1722,1719,1680,1638,1657,1664,1658,1739,1798,1805,1820,1812,1752,1755,1791,1880,1901,1904,1984
